catalog Position,Title,author,Year Published,genre,Section,Total-copies,Times borrowed,Last borrowed_date,Rating,Ratings count,Price,Language,Page count,ISBN,subjects,Dimensions,Thumbnail
A7-B3-0021,Leonardo,Leonardo da Vinci,1946,Biography & Autobiography,Humanities,5,105,16_Jul_24,4.55 out of 5 stars,75 ratings,$14.01 ,en,152,,"Exhibitions, Knowledge, Early works to 1800, Windsor Castle, Biblioteca ambrosiana, Catalogs, Engineering, Hydraulics, Italian Manuscripts, Proportion (Art), Research, Inventions, Human anatomy, Alte Pinakothek (Munich, Germany), Manuscripts, Illumination of books and mauscripts, Artistic Anatomy, Architecture, GosudarstvennyÃ„Â­ Ã„â€“rmitazh (Russia), Art, Influence, Catalogues raisonnÃƒÂ©s, Italy, Painters, Art collections, Male nude in art, Windsor Castle. Royal Library, Criticism and interpretation, Proportion (Anthropometry) in art, Leonardo, da Vinci, 1452-1519, Hydrodynamics, Italian Drawing, Science, Renaissance Drawing, Leonardo,, Renaissance Architecture, Painting, Drawing, Mechanics, Human figure in art, Machinery in art, Biography, Artists' preparatory studies, Technology, Leonardo da Vinci school, Machinery, Last supper (Leonardo, da Vinci), Italian Mural painting and decoration, Peinture et decoration murales italiennes, Derniere Cene dans l'art, Critique et interpretation, PRO Gotham Book Mart (former owner) (Gotham Book Mart Collection copy), Renaissance Mural painting and decoration, Last Supper in art, Peinture et decoration murales de la Renaissance, CHR 1999, Schilderkunst, TheorieeÃ‚Ëœn, Individual artists, Renaissance art, Leonardo, Drawing & drawings, History of science, Other prose: 16th to 18th centuries, History - Renaissance, Biography/Autobiography, Biography & Autobiography, Art & Art Instruction, Individual Artist, European, General, Private collections, Non-classifiable, Painting, early works to 1800, Malerei, Artists, Drawing, italian, Windsor castle, exhibitions, Anatomy, artistic, Windsor, house of, art collections, Illumination of books and manuscripts, Bibliography, Codice atlantico, Codex Leicester",5.49 x 0.66 x 8.79 inches,
A7-B3-0022,"Clarissa; or, The history of a young lady: comprehending the most important concerns of private life; and particularly shewing the distresses that may attend the misconduct both of parents and children, in relation to marriage ..",Samuel Richardson,1748,Drama,Fiction,5,1,25_Jan_25,No rating available,No reviews,$50.95 ,en,448,,"Fiction, Crimes against, Young women in fiction, Young women, Rape victims in fiction, Rape victims, Kidnapping victims in fiction, Kidnapping victims, England in fiction, Conflict of generations, Yellowback books, Specimens, Conflict of generations in fiction, Kidnapping, Social life and customs, Novela inglesa, British and irish fiction (fictional works by one author), Young women, fiction, England, fiction, Fiction, psychological, Crime, fiction, Fiction, general, Young women--crimes against, Young women--crimes against--england--fiction, Pr3664 .c4 1985, 823/.6, Young women--crimes against--fiction, Conflict of generations--fiction, Kidnapping victims--fiction, Rape victims--fiction, Pr3664 .c4 2011",6.13 x 1.73 x 9.05 inches,
A7-B3-0023,The Age of Innocence,Edith Wharton,1920,Romance,Fiction,6,23,8_Apr_24,4.36 out of 5 stars,14 ratings,$1.99 ,en,392,,"Fiction, Triangles (Interpersonal relations), Upper class, Married people, Separated people, Social life and customs, Marriage, Separated women, Upper classes, Social norms, New York (N.Y.), Nobility, Love stories, Classic Literature, Literature, Drama, Romance, Pulitzer Prize Winner, award:pulitzer_prize=1921, award:pulitzer_prize=fiction, Manners and customs, open_syllabus_project, Historical fiction, Movie novels, Film novelizations, American fiction, American fiction (fictional works by one author), Married people, fiction, New york (n.y.), fiction, Fiction, family life, Man-woman relationships, fiction, American literature, Large type books, Romance fiction, Chang pian xiao shuo, Fiction, family life, general, Fiction, general, Triangle (Relations humaines), Romans, nouvelles, Couples mariÃƒÂ©s, Classes supÃƒÂ©rieures, Civilization, Women, Socialites, archer, innocence, age, madame, olenska, der, newland, beaufort, welland, van, van der, madame olenska, der luyden, young man, countess olenska, newland archer, ellen olenska, archer felt, lovell mingott, der luydens",5.44 x 1.58 x 8.95 inches,
A7-B3-0024,The book of the damned,Charles Fort,1919,Science Fiction,Science,5,1,14_Dec_24,4.28 out of 5 stars,1 rating,$12.25 ,en,229,,"Miscellanea, Meteorology, Astronomy, Curiosities and wonders, Religion, Life on other planets, Unidentified flying objects, Science, Fiction, science fiction, general, Meteorology, miscellanea, Astronomy, miscellanea, Science, miscellanea",6.33 x 0.90 x 8.65 inches,
A7-B3-0025,Bulldog Drummond,Herman Cyril McNeile,1919,Crime/Thriller,Fiction,4,6,21_May_24,3.74 out of 5 stars,4 ratings,$6.95 ,en,788,,"Bulldog Drummond (fictional character), Sapper, adventurer, adventure, suspense, Fiction, mystery & detective, general, Extortion, Fiction, Kidnapping, Bulldog Drummond (Fictitious character), Private investigators, FICTION, Mystery & Detective, General, English Adventure stories, Private investigators, fiction, Great britain, fiction",6.48 x 2.64 x 7.84 inches,
A7-B3-0026,The Son of the Wolf,Jack London,1900,Adventure,Fiction,5,6,20_Jul_24,4.95 out of 5 stars,4 ratings,$7.95 ,en,943,,"Gold discoveries, Social life and customs, American Adventure stories, Fiction, Adventure stories, Gold mines and mining, Relatos de aventura, American fiction (fictional works by one author), Fiction, action & adventure",6.71 x 2.94 x 7.29 inches,
A7-B3-0027,Judith Paris,Hugh Walpole,1931,Historical Fiction,Fiction,4,6,26_Apr_24,4.28 out of 5 stars,4 ratings,$2.39 ,en,588,,"Fiction, History, Fiction, romance, historical, general, Paris (france), fiction, England, fiction, Young women, fiction",5.83 x 1.93 x 7.91 inches,http://books.google.com/books/content?id=1owIAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A7-B3-0028,Through Russian Snows,G. A. Henty,1895,Adventure,Young Adult (YA),4,4,5_Apr_24,4.47 out of 5 stars,3 ratings,$1.99 ,en,142,,"Juvenile fiction, Campaigns, Napoleonic Wars, 1800-1815, Fiction, historical, general, Napoleonic wars, 1800-1815, fiction, Adventure stories, Large type books, Historical Fiction, Classics, Guerres napolÃƒÂ©oniennes, 1800-1815, Campagnes et batailles, Romans, nouvelles, etc. pour la jeunesse, Military campaigns",5.65 x 0.53 x 7.73 inches,http://books.google.com/books/content?id=I9pqtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A7-B3-0029,Work,Louisa May Alcott,1873,Novel,Fiction,5,6,24_Mar_24,4.27 out of 5 stars,4 ratings,$0.99 ,eng,268,,"Classic Literature, Fiction, History, Literature, Conduct of life, Young women, Employment, Women, American fiction (fictional works by one author), New england, fiction, Large type books, Juvenile fiction, Fiction, general, Fiction, historical, general, Fiction, psychological, Children's fiction, Short stories",6.69 x 0.93 x 9.31 inches,http://books.google.com/books/content?id=W_ZRAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A7-B4-0001,The Catcher in the Rye (1st Edition),J. D. Salinger,1951,Novels,Rare Books,1,0,,No rating available,No reviews,"$50,000.00 ",en,228,,"fictional works, Runaway teenagers, Fiction, Adolescence, teenage boys, Runaway teenagers in literature, Brothers and sisters, Emotionally disturbed teenage boys, Preparatory schools, Open Library Staff Picks, Bildungsromans, Alienation in teenagers, Interpersonal relations, juvenile works, juvenile fiction, Fictional Works Publication Type, Classics, Caulfield, holden (fictitious character), fiction, New york (n.y.), fiction, American fiction (fictional works by one author), Fiction, coming of age, Caulfield, holden (fictitious character), Salinger, j. d. (jerome david), 1919-2010, Adolescence in literature, Holden Caulfield (Fictitious character), Large type books, New York Times reviewed, Holden ACaulfield (Fictitious character), Conduct of life, Chang pian xiao shuo, Heranwachsender, Fictional works [publication type], Caulfield, holden (fictitious character)--fiction, Runaway teenagers--fiction, Ps3537.a426 c315 1991, Book: sga sal, 813.5 s 3-8, 1991, Governors",5.91 x 1.11 x 8.02 inches,
A7-B4-0002,To Kill a Mockingbird (1st Edition),Harper Lee,1960,Drama,Rare Books,1,0,,No rating available,No reviews,"$25,000.00 ",en,292,,"fiction, fiction classics, contemporary fiction, racial segregation, mob mentality, Southern Gothic, southern life, racial injustice, class, courage, compassion, gender roles, laws, loss of innocence, rape trials, domestic fiction, legal stories, Bildungsromans, Race relations, Lawyers, Girls, Prejudices, Fathers and daughters, Trials (Rape), Great Depression, African Americans, Father-daughter relationship,, Toleranz, Kind, American fiction (fictional works by one author), Fiction, coming of age, Fiction, family life, Fiction, legal, Fathers and daughters, fiction, Southern states, fiction, Lawyers, fiction, African americans, fiction, Social life and customs, Manners and customs, Padres e hijas, Novela, Relaciones raciales, Procesos por violaciÃƒÂ³n, Spanish language materials, Father-daughter relationship, New York Times reviewed, American literature, Fiction, family life, general, Large type books, Muchachas, FicciÃƒÂ³n, Relations raciales, Romans, nouvelles, ProcÃƒÂ¨s (Viol), Filles, Classics, Literary, American fiction, Estados del Sur (Estados Unidos), Juvenile fiction, Families, Fiction, general",4.92 x 1.09 x 9.21 inches,http://books.google.com/books/content?id=RyJtJZPX8jwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A7-B4-0003,Harry Potter and the Philosopher's Stone (1st Edition),J. K. Rowling,1997,Fantasy,Rare Books,1,0,,No rating available,No reviews,"$45,000.00 ",en,332,,"Ghosts, Monsters, Vampires, Witches, Challenges and Overcoming Obstacles, Magic and Supernatural, Cleverness, School Life, school stories, Wizards, Magic, MAGIA, MAGOS, Juvenile fiction, Fiction, NOVELAS INGLESAS, Schools, orphans, fantasy fiction, England in fiction, Witches in fiction, Wizards in fiction, Alchemy, New York Times bestseller, Juvenile literature, Magic in fiction, Open Library Staff Picks, Juvenile audience, Children's stories, Juvenile works, Schools in fiction, Fantasy, Hogwarts School of Witchcraft and Wizardry (Imaginary place), Harry Potter (Fictitious character), FicciÃƒÂ³n juvenil, Escuelas, Hogwarts School of Witchcraft and Wizardry (Imaginary organization), Translations from English, Chinese fiction, Hermione Granger (Fictitious character), Reading Level-Grade 9, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Hogwarts school of witchcraft and wizardry (imaginary organization), fiction, Children's fiction, Schools, fiction, England, fiction, Potter, harry (fictitious character), fiction, Wizards, fiction, Magic, fiction, Fiction, fantasy, general, Large type books, Magier, Fabeltiere, Lehrling, Kinderbuch, Stein der Weisen, Ungeheuer, Junge, English language, Translating into Welsh, Modern history to 20th century: c 1700 to c 1900, Literary theory, English literature, Ron Weasley (Fictitious character), Latin language materials, Romans, nouvelles, etc. pour la jeunesse, Poudlard, ÃƒÂ©cole de sorcellerie (Organisation imaginaire), Sorciers, SorciÃƒÂ¨res, Magie, Internats, Adventure and adventurers, fiction, Action & Adventure, Fantasy & Magic, Social Themes, Friendship, Harry Potter (Fictional character), Friendship, fiction, German language materials, Witchcraft, fiction, Wizard, NOVELAS FANTÃƒÂSTICAS, NOVELAS JUVENILES INGLESAS, LITERATURA JUVENIL ESTADOUNIDENSE, Ãƒâ€°coles, HechicerÃƒÂ­a, Novela juvenil, Ingleterra, Mystery, roman, English Fantasy literature, Translations into Marathi, English fiction, Translations into Chinese, Children - harry potter, Teen fiction, Children - fiction & literature, Science fiction & fantasy, Fiction - people, Places & cultures, Adventure, Supernatural",5.23 x 1.21 x 8.32 inches,http://books.google.com/books/content?id=jjHgRgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A7-B4-0004,The Great Gatsby (1st Edition),F. Scott Fitzgerald,1920,Drama,Rare Books,1,0,,No rating available,No reviews,"$95,000 ",en,196,,"Married people, fiction, American fiction (fictional works by one author), Fiction, psychological, Long island (n.y.), fiction, Fiction, Rich people, Mistresses, Married women, Traffic accidents, First loves, Revenge, American Manuscripts, Facsimiles, Manuscripts, Antiheroes, l fiction, Man-woman relationships, fiction, Upper class, American literature, Young adult fiction, comics & graphic novels, classic adaptation, Young adult fiction, social themes, class differences, Young adult fiction, classics, Fiction, historical,  New york (n.y.), fiction"", Comic books, strips, Love, YOUNG ADULT FICTION, Comics & Graphic Novels, Classic Adaptation, Social Themes, Class Differences, Historical, Literary, Rich, Criticism and interpretation, Drama, Modern fiction, Classics, Literature, Open Library Staff Picks, Wealth, Readers, Economic conditions, American fiction, Social life and customs, Long Now Manual for Civilization, Fictional Works Publication Type, Rich people -- Fiction, Romance fiction, Long Island (N.Y.) -- Fiction, Psychological fiction, Love stories, Novela, Relaciones hombre-mujer, Spanish language materials, Nouveau riche, Reading Level-Grade 11, Reading Level-Grade 12, FICTION / General, Moral conditions, Manners and customs, Fitzgerald, f. scott (francis scott), 1896-1940, Large type books, Nineteen twenties, English fiction, New york (state), fiction, Wives, Relations entre hommes et femmes, Romans, nouvelles, Classes supÃƒÂ©rieures, Nouveaux riches, Premier amour, Riches, MaÃƒÂ®tresses, Vengeance, Roman amÃƒÂ©ricain, Textual Criticism, Great Gatsby (Fitzgerald, F. Scott), Romance Norte Americano, Fiction, friendship, Fiction, classics, Adultery, Accidents de la route, Millionaires, American Dream, Millionnaires, RÃƒÂªve amÃƒÂ©ricain, AnnÃƒÂ©es vingt (VingtiÃƒÂ¨me siÃƒÂ¨cle), TrÃƒÂ¡nsito, Accidentes, Mujeres casadas, Primer amor, Cuentos de amor, Fiction, city life, Fiction, romance, historical, american, Fiction, romance, historical, 20th century, Fiction, historical, world war i, Traffic accidents--Fiction, First loves--Fiction, Rich people--Fiction, Mistresses--Fiction, Revenge--Fiction, Long Island (N.Y.)--Fiction, Novel, American fiction (collections), 20th century, Fiction, fantasy, romance, Fiction, action & adventure, Translations into Chinese, American literature, history and criticism, 19th century, Chang pian xiao shuo, New York (State), First loves -- Fiction, Rich people -- New York (State) -- New York -- Fiction, New York (State) -- Long Island, New York (State) -- New York, Fictional works [publication type], Man-woman relationships--new york (state)--long island--fiction, Upper class--new york (state)--long island--fiction, Ps3511.i9 g7 1995b, 813/.52, Fiction, general, Fiction, romance, general",5.50 x 0.95 x 7.49 inches,
A7-B4-0005,Ulysses (1st Edition),James Joyce,1922,Drama,Rare Books,1,0,,No rating available,No reviews,"$63,000.00 ",en,1144,,"Married people, Male friendship, Fiction, Historical Fiction, Psychological fiction, Alienation (Social psychology), Textual Criticism, Molly Bloom (Fictitious character), Bloom, Molly (Personaje literario), Men, Facsimiles, Jewish men, Leopold Bloom (Fictitious character), English Manuscripts, Classic Literature, Domestic fiction, Proofs (Printing), Prohibited books, Bloom, Leopold (Personaje literario), Open Library Staff Picks, Immoral Literature, open_syllabus_project, Translations into Irish, City and town life, Law and legislation, Manuscripts, Hombres, Artists, FicciÃƒÂ³n, Long Now Manual for Civilization, Stream of consciousness, British and irish fiction (fictional works by one author), Bloom, leopold (fictitious character), fiction, Bloom, molly (fictitious character), fiction, Dublin (ireland), fiction, Fiction, psychological, Dedalus, stephen (fictitious character), fiction, Fiction, family life, Married people, fiction, Friendship, fiction, Joyce, james, 1882-1941, Photograph collections, Revolutions, Revolutionaries, Photography, Pictorial works, History, Artists, fiction, Fiction, general, English fiction, English literature, Ireland, fiction, Fiction, family life, general, New York Times reviewed, Fiction, erotica, general, Vie urbaine, Romans, nouvelles, Couples mariÃƒÂ©s, Hommes juifs, Artistes, AliÃƒÂ©nation (Psychologie sociale), AmitiÃƒÂ© masculine, LittÃƒÂ©rature anglaise, Experimental fiction, Englisch, NOVELAS IRLANDESAS, Stream of consciousness fiction, Courant de conscience (LittÃƒÂ©rature), Belletristische Darstellung, Bloom, leopold (fictitious character), Bloom, leopold (fictitious character)--fiction, Bloom, molly (fictitious character), Bloom, molly (fictitious character)--fiction, Men--ireland--dublin--fiction, Bloom, leopold (fictional character), Bloom, leopold (fictional character)--fiction, Bloom, molly (fictional character), Bloom, molly (fictional character)--fiction, Men--dublin (ireland)--fiction, Pr6019.o9 u442 1993, 823/.912, Alienation (social psychology)--fiction, City and town life--fiction, Male friendship--fiction, Married people--fiction, Jewish men--fiction, Artists--fiction, Pr6019.o9 u4 1990, Book: sga joy, Psychology, Loss (Psychology)",5.84 x 3.74 x 7.90 inches,
